"","Hugo_Symbol","n_pts","n_tumor_samples"
"4456","GRK3",1,1
"4457","GRK4",2,2
"4458","GRK6",1,1
"4459","GRK7",1,1
"4460","GRM1",4,6
"4461","GRM2",1,1
"4462","GRM3",7,9
"4463","GRM4",4,4
"4464","GRM6",2,2
"4465","GRM7",2,2
"4466","GRM8",4,6
"4467","GRN",1,1
"4468","GRPR",2,3
"4469","GRSF1",2,2
"4470","GRWD1",1,1
"4471","GRXCR2",1,1
"4472","GSAP",1,1
"4473","GSDMA",2,3
"4474","GSDMB",3,3
"4475","GSDMC",1,1
"4476","GSDMD",1,1
"4477","GSDME",1,1
"4478","GSE1",1,1
"4479","GSG1",1,2
"4480","GSG1L",2,2
"4481","GSK3B",1,1
"4482","GSN",2,2
"4483","GSPT2",3,3
"4484","GSR",1,1
"4485","GSTA1",1,1
"4486","GSTA4",1,2
"4487","GSTA5",1,1
"4488","GSTK1",1,1
"4489","GSTM3",1,1
"4490","GSTO1",1,1
"4491","GSTO2",2,2
"4492","GSTT2",1,1
"4493","GSTT2B",1,1
"4494","GTDC1",1,1
"4495","GTF2A1",1,1
"4496","GTF2B",1,1
"4497","GTF2E1",1,1
"4498","GTF2H4",1,2
"4499","GTF2IRD1",3,3
"4500","GTF2IRD2",3,3
"4501","GTF2IRD2B",2,3
"4502","GTF3C1",4,5
"4503","GTF3C2",2,2
"4504","GTF3C3",3,3
"4505","GTF3C5",1,1
"4506","GTPBP10",1,1
"4507","GTPBP2",1,1
"4508","GTPBP3",4,5
"4509","GTPBP4",2,2
"4510","GTPBP6",1,1
"4511","GTPBP8",1,1
"4512","GTSE1",1,1
"4513","GTSF1",1,1
"4514","GTSF1L",1,1
"4515","GUCA1B",1,1
"4516","GUCA1C",3,3
"4517","GUCA2B",1,1
"4518","GUCY1A1",3,3
"4519","GUCY1A2",2,2
"4520","GUCY1B1",1,1
"4521","GUCY2C",4,5
"4522","GUCY2D",2,2
"4523","GUCY2F",3,4
"4524","GUF1",1,1
"4525","GUK1",2,2
"4526","GUSB",1,2
"4527","GXYLT2",1,1
"4528","GYG1",1,1
"4529","GYG2",2,2
"4530","GYS2",3,4
"4531","GZF1",2,2
"4532","GZMA",1,1
"4533","GZMB",4,5
"4534","GZMH",1,1
"4535","GZMK",1,1
"4536","H1-0",1,1
"4537","H1-10",1,1
"4538","H1-8",1,1
"4539","H2AC1",2,3
"4540","H2AC11",1,1
"4541","H2AC4",3,3
"4542","H2AP",1,2
"4543","H2AZ1",1,1
"4544","H2BC1",1,2
"4545","H2BC10",1,1
"4546","H2BC11",1,1
"4547","H2BC21",1,1
"4548","H2BW1",2,2
"4549","H3-3A",1,1
"4550","H3-4",2,3
"4551","H3-5",1,1
"4552","H3C11",1,1
"4553","H3C12",1,2
"4554","H3C13",1,1
"4555","H3C7",1,1
"4556","H3C8",1,1
"4557","H4-16",1,1
"4558","H4C9",1,1
"4559","H6PD",1,1
"4560","HAAO",1,1
"4561","HABP2",1,1
"4562","HABP4",1,1
"4563","HACD4",1,1
"4564","HACE1",2,2
"4565","HACL1",1,1
"4566","HADH",1,1
"4567","HADHA",2,2
"4568","HADHB",2,2
"4569","HAGHL",1,1
"4570","HAL",2,2
"4571","HAND1",1,1
"4572","HAO1",3,3
"4573","HAO2",1,1
"4574","HAP1",2,2
"4575","HAPLN1",1,1
"4576","HAPLN3",2,2
"4577","HARBI1",1,2
"4578","HAS2",4,4
"4579","HASPIN",3,4
"4580","HAT1",1,1
"4581","HAUS2",1,1
"4582","HAUS3",1,1
"4583","HAUS5",1,1
"4584","HAUS6",1,1
"4585","HAUS7",3,3
"4586","HAVCR1",1,1
"4587","HAVCR2",1,1
"4588","HBEGF",1,1
"4589","HBG2",1,1
"4590","HBP1",2,2
"4591","HBS1L",1,2
"4592","HCAR1",3,4
"4593","HCAR2",1,1
"4594","HCAR3",3,3
"4595","HCCS",2,3
"4596","HCFC1",1,1
"4597","HCK",1,1
"4598","HCLS1",2,2
"4599","HCN1",9,11
"4600","HCN2",2,2
"4601","HCN3",2,2
"4602","HCN4",2,2
"4603","HCRTR1",3,3
"4604","HCRTR2",3,4
"4605","HCST",1,1
"4606","HDAC1",3,3
"4607","HDAC10",1,1
"4608","HDAC3",2,3
"4609","HDAC4",2,2
"4610","HDAC5",2,2
"4611","HDAC6",2,2
"4612","HDAC7",1,1
"4613","HDAC8",3,3
"4614","HDAC9",3,3
"4615","HDC",2,3
"4616","HDGFL2",2,2
"4617","HDHD5",1,2
"4618","HDLBP",1,1
"4619","HDX",3,3
"4620","HEATR1",2,2
"4621","HEATR3",3,3
"4622","HEATR5A",4,4
"4623","HEATR5B",3,3
"4624","HEATR6",3,3
"4625","HEATR9",1,1
"4626","HEBP1",1,1
"4627","HECA",1,1
"4628","HECTD1",4,4
"4629","HECTD2",2,2
"4630","HECTD4",5,5
"4631","HECW1",8,10
"4632","HECW2",2,2
"4633","HEG1",1,1
"4634","HELB",2,2
"4635","HELLS",1,1
"4636","HELQ",1,1
"4637","HELT",1,1
"4638","HELZ",4,4
"4639","HELZ2",3,3
"4640","HEMGN",2,2
"4641","HEMK1",1,1
"4642","HENMT1",1,1
"4643","HEPACAM",1,1
"4644","HEPACAM2",1,2
"4645","HEPH",2,2
"4646","HEPHL1",4,5
"4647","HERC1",4,5
"4648","HERC2",3,4
"4649","HERC2P3",4,4
"4650","HERC5",3,3
"4651","HERC6",2,2
"4652","HERPUD1",1,1
"4653","HERPUD2",2,3
"4654","HES1",1,1
"4655","HEXA",2,3
"4656","HEXB",1,1
"4657","HEXD",2,2
"4658","HEXIM2",1,1
"4659","HEY2",1,1
"4660","HEYL",1,1
"4661","HFM1",2,2
"4662","HGD",1,1
"4663","HGF",2,2
"4664","HGFAC",2,3
"4665","HGH1",1,1
"4666","HGS",1,1
"4667","HGSNAT",5,5
"4668","HHAT",2,3
"4669","HHATL",1,1
"4670","HHEX",1,1
"4671","HHIP",2,2
"4672","HHIPL1",2,3
"4673","HHIPL2",2,2
"4674","HIBADH",1,1
"4675","HIBCH",1,1
"4676","HIC2",2,2
"4677","HID1",2,2
"4678","HIF1A",1,1
"4679","HIF1AN",1,1
"4680","HIF3A",2,2
"4681","HINFP",1,1
"4682","HINT1",3,3
"4683","HINT2",1,1
"4684","HIP1",2,2
"4685","HIP1R",2,2
"4686","HIPK1",6,7
"4687","HIPK2",2,2
"4688","HIPK3",2,2
"4689","HIRA",4,4
"4690","HIRIP3",1,1
"4691","HIVEP1",4,4
"4692","HIVEP2",5,5
"4693","HIVEP3",3,3
"4694","HJURP",1,1
"4695","HJV",1,1
"4696","HK1",1,1
"4697","HK2",2,2
"4698","HK3",1,1
"4699","HKDC1",2,2
"4700","HLA-C",1,1
"4701","HLA-DMA",2,2
"4702","HLA-DOA",2,2
"4703","HLA-DPB1",1,1
"4704","HLA-DQB1",1,1
"4705","HLA-DRA",2,2
"4706","HLA-DRB1",1,1
"4707","HLA-DRB5",2,2
"4708","HLA-F",1,1
"4709","HLA-G",1,1
"4710","HLCS",2,2
"4711","HLF",1,1
"4712","HLTF",2,2
"4713","HM13",1,1
"4714","HMBOX1",2,2
"4715","HMCES",1,1
"4716","HMCN1",15,18
"4717","HMG20A",1,1
"4718","HMGA1",1,1
"4719","HMGA2",1,1
"4720","HMGB1",1,1
"4721","HMGB1P1",1,1
"4722","HMGB3",1,1
"4723","HMGB4",1,1
"4724","HMGCLL1",1,1
"4725","HMGCR",2,2
"4726","HMGCS1",3,3
"4727","HMGCS2",3,4
"4728","HMGN1",1,1
"4729","HMGN2P46",1,1
"4730","HMGN4",1,2
"4731","HMMR",2,2
"4732","HMOX1",1,1
"4733","HMOX2",1,1
"4734","HMSD",1,1
"4735","HMX2",1,1
"4736","HNF1A",3,3
"4737","HNF1B",3,5
"4738","HNF4A",4,4
"4739","HNRNPA1L2",2,2
"4740","HNRNPA2B1",1,1
"4741","HNRNPDL",3,3
"4742","HNRNPH1",1,1
"4743","HNRNPH2",2,2
"4744","HNRNPH3",2,2
"4745","HNRNPK",1,1
"4746","HNRNPLL",1,1
"4747","HNRNPM",2,2
"4748","HNRNPR",3,3
"4749","HNRNPU",2,2
"4750","HNRNPUL1",2,2
"4751","HOATZ",1,1
"4752","HOGA1",1,1
"4753","HOMER1",2,3
"4754","HOMER3",1,1
"4755","HOOK1",3,3
"4756","HOOK2",2,2
"4757","HOOK3",1,1
"4758","HORMAD1",1,1
"4759","HORMAD2",1,1
"4760","HOXA10",2,2
"4761","HOXA13",2,2
"4762","HOXA6",2,2
"4763","HOXA7",1,1
"4764","HOXB1",2,2
"4765","HOXB13",1,1
"4766","HOXB2",2,2
"4767","HOXB3",3,3
"4768","HOXB5",1,1
"4769","HOXB8",1,1
"4770","HOXC10",1,1
"4771","HOXC11",2,2
"4772","HOXC9",1,1
"4773","HOXD10",2,2
"4774","HOXD11",1,1
"4775","HOXD13",1,1
"4776","HOXD3",1,1
"4777","HOXD8",2,3
"4778","HP1BP3",3,3
"4779","HPD",1,1
"4780","HPF1",1,1
"4781","HPGD",3,3
"4782","HPGDS",1,1
"4783","HPN",2,2
"4784","HPR",1,1
"4785","HPS1",1,1
"4786","HPS3",1,1
"4787","HPS4",2,2
"4788","HPS5",3,3
"4789","HPS6",2,2
"4790","HPSE",4,5
"4791","HPSE2",2,2
"4792","HR",2,2
"4793","HRC",1,1
"4794","HRG",1,1
"4795","HRH1",1,1
"4796","HRH2",1,1
"4797","HRH3",2,2
"4798","HRH4",1,1
"4799","HRNR",4,5
"4800","HROB",2,3
"4801","HS1BP3",1,1
"4802","HS2ST1",1,1
"4803","HS3ST1",3,3
"4804","HS3ST2",1,1
"4805","HS3ST4",1,1
"4806","HS3ST5",1,1
"4807","HS3ST6",1,1
"4808","HS6ST1",2,2
"4809","HS6ST2",1,1
"4810","HSD11B1",2,2
"4811","HSD11B2",1,1
"4812","HSD17B1",1,1
"4813","HSD17B12",1,1
"4814","HSD17B4",3,3
"4815","HSD17B8",1,1
"4816","HSD3B1",2,2
"4817","HSD3B2",2,2
"4818","HSDL1",1,1
"4819","HSDL2",1,1
"4820","HSF1",1,1
"4821","HSF2",2,2
"4822","HSH2D",1,1
"4823","HSP90AB1",2,3
"4824","HSP90B1",1,1
"4825","HSPA12A",2,2
"4826","HSPA12B",1,1
"4827","HSPA13",2,2
"4828","HSPA1A",1,1
"4829","HSPA1L",1,1
"4830","HSPA2",3,3
"4831","HSPA4",2,2
"4832","HSPA4L",1,1
"4833","HSPA5",1,1
"4834","HSPA6",2,2
"4835","HSPB7",1,1
"4836","HSPD1",1,1
"4837","HSPE1",1,1
"4838","HSPG2",4,4
"4839","HSPH1",1,1
"4840","HTATSF1",1,1
"4841","HTR1A",3,3
"4842","HTR1B",1,1
"4843","HTR1D",1,1
"4844","HTR1E",1,1
"4845","HTR1F",3,3
"4846","HTR2A",2,2
"4847","HTR2B",1,1
"4848","HTR2C",6,7
"4849","HTR3A",2,2
"4850","HTR3B",1,1
"4851","HTR3D",1,1
"4852","HTR3E",4,4
"4853","HTR4",2,2
"4854","HTR5A",3,3
"4855","HTR7",3,4
"4856","HTRA2",1,1
"4857","HTRA3",2,2
"4858","HTRA4",1,1
"4859","HTT",2,2
"4860","HUS1",2,2
"4861","HUS1B",1,1
"4862","HUWE1",9,12
"4863","HYAL2",1,1
"4864","HYAL3",1,1
"4865","HYAL4",3,3
"4866","HYDIN",9,10
"4867","HYI",2,2
"4868","HYLS1",1,1
"4869","HYOU1",3,4
"4870","IAH1",2,3
"4871","IAPP",1,1
"4872","IARS1",3,3
"4873","IARS2",2,2
"4874","IBTK",1,1
"4875","ICA1",1,1
"4876","ICA1L",2,2
"4877","ICAM1",2,2
"4878","ICAM3",1,1
"4879","ICAM4",1,1
"4880","ICAM5",3,3
"4881","ICE1",3,3
"4882","ICE2",2,2
"4883","IDE",3,4
"4884","IDH1",8,8
"4885","IDH2",1,1
"4886","IDH3A",1,1
"4887","IDH3B",1,1
"4888","IDH3G",1,1
"4889","IDI1",1,1
"4890","IDI2",2,2
"4891","IDNK",1,1
"4892","IDO1",1,2
"4893","IDO2",3,3
"4894","IFFO1",1,1
"4895","IFI16",3,3
"4896","IFI30",1,1
"4897","IFI35",1,1
"4898","IFI44",2,2
"4899","IFI44L",1,1
"4900","IFIH1",1,1
"4901","IFIT1B",2,2
"4902","IFIT2",2,2
"4903","IFIT3",3,3
"4904","IFIT5",3,3
"4905","IFITM1",1,1
"4906","IFITM2",1,1
"4907","IFITM5",1,1
"4908","IFNA14",1,1
"4909","IFNA5",1,1
"4910","IFNA6",1,1
"4911","IFNA7",2,2
"4912","IFNAR1",1,1
"4913","IFNAR2",1,1
"4914","IFNG",2,3
"4915","IFNGR1",1,1
"4916","IFNK",1,1
"4917","IFNL1",2,2
"4918","IFNL2",1,1
"4919","IFNL3",1,1
"4920","IFNLR1",1,1
"4921","IFNW1",1,1
"4922","IFRD2",3,3
"4923","IFT122",3,3
"4924","IFT140",2,2
"4925","IFT172",4,4
"4926","IFT20",1,1
"4927","IFT22",2,3
"4928","IFT46",2,2
"4929","IFT52",1,1
"4930","IFT57",1,1
"4931","IFT80",2,2
"4932","IFT81",1,1
"4933","IFT88",1,1
"4934","IFTAP",1,1
"4935","IGBP1",1,1
"4936","IGBP1P2",2,2
"4937","IGDCC3",2,2
"4938","IGDCC4",1,1
"4939","IGF1",1,1
"4940","IGF1R",4,5
"4941","IGF2BP1",5,6
"4942","IGF2BP2",2,2
"4943","IGF2BP3",2,2
"4944","IGF2R",5,5
"4945","IGFALS",1,1
"4946","IGFBP3",2,2
"4947","IGFBP7",2,3
"4948","IGFL1",2,2
"4949","IGFL4",1,1
"4950","IGFLR1",1,1
"4951","IGFN1",3,3
"4952","IGHA2",1,1
"4953","IGHD",3,3
"4954","IGHG1",1,1
"4955","IGHG3",1,1
"4956","IGHG4",1,1
"4957","IGHJ6",1,1
"4958","IGHM",1,1
"4959","IGHMBP2",2,3
"4960","IGHV1-18",1,1
"4961","IGHV1-24",1,1
"4962","IGHV1-58",2,2
"4963","IGHV1OR15-9",1,2
"4964","IGHV1OR21-1",1,1
"4965","IGHV2-26",2,2
"4966","IGHV2-5",1,1
"4967","IGHV2-70",1,1
"4968","IGHV3-11",1,1
"4969","IGHV3-16",1,1
"4970","IGHV3-30",1,1
"4971","IGHV3-33",1,1
"4972","IGHV3-35",1,2
"4973","IGHV3-38",1,1
"4974","IGHV3-43",1,1
"4975","IGHV3-48",1,1
"4976","IGHV3-49",2,2
"4977","IGHV3-53",1,1
"4978","IGHV3-64",3,3
"4979","IGHV3-73",1,1
"4980","IGHV3-74",1,1
"4981","IGHV3OR16-8",1,1
"4982","IGHV4-59",1,1
"4983","IGHV6-1",1,1
"4984","IGKV1-12",2,2
"4985","IGKV1-16",1,1
"4986","IGKV1-17",2,2
"4987","IGKV1-5",1,1
"4988","IGKV1-6",1,1
"4989","IGKV1-8",1,1
"4990","IGKV1D-16",3,4
"4991","IGKV1D-17",1,2
"4992","IGKV1D-42",1,1
"4993","IGKV1D-43",1,2
"4994","IGKV2-24",1,1
"4995","IGKV2-30",2,2
"4996","IGKV3-7",1,1
"4997","IGKV3D-20",1,1
"4998","IGKV5-2",1,1
"4999","IGKV6-21",1,1
"5000","IGLL1",1,1
"5001","IGLON5",2,2
"5002","IGLV1-36",1,1
"5003","IGLV1-40",1,1
"5004","IGLV1-50",1,1
"5005","IGLV1-51",1,1
"5006","IGLV2-11",1,1
"5007","IGLV2-33",1,1
"5008","IGLV3-1",1,2
"5009","IGLV3-19",1,1
"5010","IGLV3-25",2,2
"5011","IGLV4-60",1,1
"5012","IGLV8OR8-1",1,1
"5013","IGSF1",2,3
"5014","IGSF10",3,3
"5015","IGSF11",3,4
"5016","IGSF21",1,1
"5017","IGSF22",2,2
"5018","IGSF3",3,3
"5019","IGSF8",1,2
"5020","IGSF9",2,3
"5021","IGSF9B",3,3
"5022","IHH",2,2
"5023","IHO1",1,1
"5024","IKBIP",1,1
"5025","IKBKB",2,2
"5026","IKZF1",3,3
"5027","IKZF3",1,1
"5028","IKZF4",1,1
"5029","IL10",1,1
"5030","IL10RA",3,3
"5031","IL11RA",2,2
"5032","IL12B",3,4
"5033","IL12RB1",5,6
"5034","IL12RB2",3,3
"5035","IL13",1,1
"5036","IL13RA1",1,1
"5037","IL13RA2",1,1
"5038","IL15RA",1,1
"5039","IL16",3,3
"5040","IL17B",1,1
"5041","IL17F",1,1
"5042","IL17RA",2,2
"5043","IL17RB",2,2
"5044","IL17RD",2,2
"5045","IL17RE",2,3
"5046","IL18R1",1,1
"5047","IL18RAP",4,5
"5048","IL1R1",1,1
"5049","IL1R2",1,1
"5050","IL1RAPL1",3,3
"5051","IL1RAPL2",3,3
"5052","IL1RL1",1,1
"5053","IL1RL2",1,1
"5054","IL1RN",2,2
"5055","IL2",2,2
"5056","IL20RB",1,1
"5057","IL21",1,1
"5058","IL21R",3,4
"5059","IL22",1,1
"5060","IL22RA1",1,1
"5061","IL22RA2",1,1
"5062","IL23A",1,1
"5063","IL23R",2,2
"5064","IL24",1,1
"5065","IL26",2,3
"5066","IL27",1,1
"5067","IL27RA",3,3
"5068","IL2RA",2,3
"5069","IL2RG",3,3
"5070","IL31RA",4,4
"5071","IL32",3,3
"5072","IL33",1,1
"5073","IL36A",4,4
"5074","IL36B",1,1
"5075","IL36G",1,1
"5076","IL36RN",1,1
"5077","IL37",1,1
"5078","IL3RA",1,1
"5079","IL4",1,1
"5080","IL4I1",1,1
"5081","IL4R",7,9
"5082","IL5RA",4,5
"5083","IL6R",2,2
"5084","IL7",1,1
"5085","IL7R",3,3
"5086","IL9R",1,1
"5087","ILDR1",1,1
"5088","ILDR2",2,3
"5089","ILF2",1,1
"5090","ILF3",2,2
"5091","ILK",2,2
"5092","ILKAP",1,2
"5093","IMMT",2,2
"5094","IMP3",1,1
"5095","IMPA1",1,1
"5096","IMPA2",2,2
"5097","IMPDH1",2,2
"5098","IMPDH2",1,1
"5099","IMPG1",1,1
"5100","IMPG2",5,6
"5101","INA",1,1
"5102","INAVA",1,1
"5103","INCENP",1,1
"5104","INF2",3,3
"5105","ING1",3,3
"5106","ING2",1,1
"5107","ING3",2,2
"5108","ING4",1,1
"5109","ING5",2,2
"5110","INHBA",3,4
"5111","INHBB",1,1
"5112","INIP",1,1
"5113","INKA1",1,1
"5114","INKA2",1,1
"5115","INO80",2,2
"5116","INO80B",1,1
"5117","INO80C",1,1
"5118","INO80D",1,1
"5119","INPP1",1,1
"5120","INPP4B",3,3
"5121","INPP5A",1,1
"5122","INPP5B",2,2
"5123","INPP5D",6,6
"5124","INPP5F",2,2
"5125","INPP5J",1,1
"5126","INPP5K",1,1
"5127","INPPL1",1,1
"5128","INS",1,1
"5129","INSC",2,3
"5130","INSIG1",2,2
"5131","INSL6",2,2
"5132","INSM2",1,1
"5133","INSR",2,2
"5134","INSRR",2,2
"5135","INTS1",2,2
"5136","INTS10",3,4
"5137","INTS11",2,2
"5138","INTS12",3,3
"5139","INTS13",3,4
"5140","INTS14",2,2
"5141","INTS2",3,4
"5142","INTS3",2,2
"5143","INTS4",2,2
"5144","INTS5",2,2
"5145","INTS6",1,1
"5146","INTS6L",6,9
"5147","INTS7",2,2
"5148","INTS8",1,1
"5149","INTS9",1,1
"5150","INTU",1,1
"5151","INVS",1,1
"5152","IP6K2",2,2
"5153","IP6K3",1,1
"5154","IPCEF1",1,1
"5155","IPMK",1,1
"5156","IPO11",1,1
"5157","IPO13",1,1
"5158","IPO4",2,2
"5159","IPO5",5,6
"5160","IPO8",2,2
"5161","IPO9",3,4
"5162","IPP",3,3
"5163","IPPK",1,1
"5164","IQCA1",2,2
"5165","IQCB1",2,2
"5166","IQCC",1,1
"5167","IQCE",4,4
"5168","IQCF1",2,2
"5169","IQCG",3,3
"5170","IQCH",3,3
"5171","IQGAP1",2,2
"5172","IQGAP2",2,2
"5173","IQGAP3",3,3
"5174","IQSEC2",2,2
"5175","IQSEC3",2,2
"5176","IQUB",1,1
"5177","IRAG1",2,2
"5178","IRAG2",2,2
"5179","IRAK1",2,2
"5180","IRAK1BP1",1,1
"5181","IRAK3",2,2
"5182","IRAK4",3,4
"5183","IREB2",1,1
"5184","IRF1",1,1
"5185","IRF2",3,4
"5186","IRF2BP1",1,1
"5187","IRF5",2,2
"5188","IRF6",3,3
"5189","IRF7",1,1
"5190","IRF8",3,3
"5191","IRF9",2,2
"5192","IRGC",2,2
"5193","IRGQ",1,1
"5194","IRS1",2,2
"5195","IRS4",4,4
"5196","IRX1",3,3
"5197","IRX2",1,2
"5198","IRX4",1,1
"5199","IRX5",2,2
"5200","IRX6",1,1
"5201","ISCA1P1",1,1
"5202","ISG20",1,1
"5203","ISG20L2",2,2
"5204","ISL2",1,1
"5205","ISLR",1,1
"5206","ISLR2",3,3
"5207","ISM2",3,3
"5208","IST1",1,1
"5209","ISX",1,1
"5210","ITCH",1,1
"5211","ITFG2",1,1
"5212","ITGA1",3,3
"5213","ITGA10",3,3
"5214","ITGA11",2,2
"5215","ITGA2",3,3
"5216","ITGA2B",2,2
"5217","ITGA3",3,3
"5218","ITGA4",5,5
"5219","ITGA5",1,1
"5220","ITGA6",4,5
"5221","ITGA7",1,1
"5222","ITGA8",3,3
"5223","ITGA9",4,4
"5224","ITGAD",7,9
"5225","ITGAE",2,3
"5226","ITGAL",1,1
"5227","ITGAM",9,10
"5228","ITGAV",2,2
"5229","ITGAX",4,4
"5230","ITGB2",5,5
"5231","ITGB3",2,2
"5232","ITGB4",4,5
"5233","ITGB6",2,2
"5234","ITGB8",1,1
"5235","ITGBL1",1,1
"5236","ITIH1",4,5
"5237","ITIH2",4,4
"5238","ITIH3",2,3
"5239","ITIH4",2,2
"5240","ITIH5",6,7
"5241","ITIH6",3,3
"5242","ITK",2,2
"5243","ITLN1",1,1
"5244","ITM2A",1,1
"5245","ITM2C",2,2
"5246","ITPK1",1,1
"5247","ITPR1",5,5
"5248","ITPR2",3,3
"5249","ITPR3",4,5
"5250","ITPRID1",3,3
"5251","ITPRIPL1",1,2
"5252","ITPRIPL2",2,2
"5253","ITSN1",6,7
"5254","ITSN2",2,2
"5255","IVL",1,1
"5256","IWS1",3,3
"5257","IZUMO1R",1,1
"5258","JADE1",2,3
"5259","JADE2",2,2
"5260","JADE3",3,4
"5261","JAG1",2,2
"5262","JAG2",5,5
"5263","JAK1",3,3
"5264","JAK2",5,6
"5265","JAK3",2,2
"5266","JAKMIP1",1,1
"5267","JAKMIP2",2,2
"5268","JAKMIP3",3,3
"5269","JAM2",2,2
"5270","JAM3",1,1
"5271","JAML",1,1
"5272","JARID2",3,3
"5273","JAZF1",2,2
"5274","JCAD",4,5
"5275","JCHAIN",1,1
"5276","JHY",2,2
"5277","JMJD1C",2,2
"5278","JMJD7-PLA2G4B",1,1
"5279","JMY",4,6
"5280","JPH1",1,2
"5281","JPH2",2,3
"5282","JPH3",4,4
"5283","JPH4",1,1
"5284","JPT1",1,1
"5285","JRKL",1,1
"5286","JSRP1",2,2
"5287","JUN",3,3
"5288","JUND",1,1
"5289","KALRN",3,3
"5290","KANK1",3,4
"5291","KANK2",1,1
"5292","KANK3",2,2
"5293","KANK4",2,2
"5294","KANSL1",1,1
"5295","KANSL1L",1,1
"5296","KARS1",1,2
"5297","KASH5",2,3
"5298","KAT14",2,2
"5299","KAT2B",2,2
"5300","KAT5",2,2
"5301","KAT6A",3,3
"5302","KAT6B",3,3
"5303","KAT7",1,1
"5304","KAT8",3,4
"5305","KATNA1",1,1
"5306","KATNAL1",1,1
"5307","KATNB1",1,1
"5308","KATNIP",4,5
"5309","KAZALD1",1,1
"5310","KAZN",2,2
"5311","KBTBD11",1,1
"5312","KBTBD12",2,2
"5313","KBTBD2",2,3
"5314","KBTBD3",2,2
"5315","KBTBD4",1,1
"5316","KBTBD6",4,4
"5317","KBTBD7",1,1
"5318","KBTBD8",1,1
"5319","KCNA1",1,1
"5320","KCNA10",4,4
"5321","KCNA2",1,1
"5322","KCNA4",4,4
"5323","KCNA5",3,3
"5324","KCNA6",1,1
"5325","KCNA7",2,2
"5326","KCNAB1",1,1
"5327","KCNAB2",1,1
"5328","KCNAB3",1,1
"5329","KCNB1",2,2
"5330","KCNB2",4,4
"5331","KCNC1",1,1
"5332","KCNC2",3,3
"5333","KCNC3",2,2
"5334","KCNC4",3,3
"5335","KCND1",3,3
"5336","KCND2",3,3
"5337","KCND3",3,3
"5338","KCNE1",2,2
"5339","KCNE4",1,1
"5340","KCNE5",2,2
"5341","KCNF1",1,1
"5342","KCNG1",2,2
"5343","KCNG2",2,2
"5344","KCNG3",1,1
"5345","KCNG4",2,2
"5346","KCNH1",2,3
"5347","KCNH2",3,4
"5348","KCNH3",2,2
"5349","KCNH4",3,3
"5350","KCNH5",4,4
"5351","KCNH6",2,2
"5352","KCNH7",4,4
"5353","KCNH8",2,2
"5354","KCNIP1",1,1
"5355","KCNIP3",1,1
"5356","KCNIP4",1,1
"5357","KCNJ1",1,1
"5358","KCNJ10",1,1
"5359","KCNJ12",2,2
"5360","KCNJ13",1,1
"5361","KCNJ14",1,1
"5362","KCNJ15",2,2
"5363","KCNJ16",2,2
"5364","KCNJ2",1,1
"5365","KCNJ3",3,3
"5366","KCNJ4",1,1
"5367","KCNJ5",3,3
"5368","KCNJ6",1,1
"5369","KCNJ8",1,1
"5370","KCNK10",1,2
"5371","KCNK12",1,1
"5372","KCNK13",2,2
"5373","KCNK15",1,1
"5374","KCNK16",3,3
"5375","KCNK17",1,1
"5376","KCNK18",1,1
"5377","KCNK3",2,2
"5378","KCNK4",1,1
"5379","KCNK5",3,3
"5380","KCNK7",1,1
"5381","KCNK9",1,1
"5382","KCNMA1",2,2
"5383","KCNMB1",1,1
"5384","KCNMB4",1,1
"5385","KCNN1",1,1
"5386","KCNN2",3,4
"5387","KCNN3",2,2
"5388","KCNN4",2,2
"5389","KCNQ1",4,4
"5390","KCNQ2",2,2
"5391","KCNQ3",1,1
"5392","KCNQ4",1,1
"5393","KCNQ5",5,6
"5394","KCNS1",1,1
"5395","KCNS2",2,2
"5396","KCNS3",1,1
"5397","KCNT1",4,4
"5398","KCNT2",3,3
"5399","KCNU1",5,5
"5400","KCNV1",5,5
"5401","KCNV2",2,2
"5402","KCTD1",1,1
"5403","KCTD10",2,2
"5404","KCTD11",1,1
"5405","KCTD12",1,1
"5406","KCTD13",2,2
"5407","KCTD14",1,1
"5408","KCTD15",1,1
"5409","KCTD16",5,6
"5410","KCTD19",1,1
"5411","KCTD20",1,1
"5412","KCTD3",2,2
"5413","KCTD6",2,2
"5414","KCTD7",2,2
"5415","KCTD9",2,2
"5416","KDELR1",2,2
"5417","KDELR2",1,1
"5418","KDF1",1,1
"5419","KDM1A",2,2
"5420","KDM1B",2,3
"5421","KDM2B",3,3
"5422","KDM3A",1,1
"5423","KDM3B",3,3
"5424","KDM4B",3,3
"5425","KDM4C",2,2
"5426","KDM4D",4,4
"5427","KDM5A",3,3
"5428","KDM5B",2,2
"5429","KDM5C",3,3
"5430","KDM6A",2,3
"5431","KDM6B",4,5
"5432","KDM7A",5,5
"5433","KDM8",1,1
"5434","KDR",3,4
"5435","KEAP1",1,1
"5436","KEL",5,7
"5437","KERA",2,2
"5438","KHDC1",1,1
"5439","KHDC3L",3,3
"5440","KHDRBS1",1,1
"5441","KHDRBS2",4,4
"5442","KHNYN",1,1
"5443","KHSRP",1,1
"5444","KIAA0100",2,2
"5445","KIAA0232",3,4
"5446","KIAA0319",1,1
"5447","KIAA0319L",1,1
"5448","KIAA0408",1,1
"5449","KIAA0513",2,2
"5450","KIAA0586",1,1
"5451","KIAA0753",2,2
"5452","KIAA0825",1,1
"5453","KIAA0895L",1,1
"5454","KIAA1109",7,7
